Region,MetropolitanStatus,Exper,Educ,WeeklyEarnings
Midwest,MetropolitanArea,16,12,462.3
South,NotMetropolitanArea,43,2,123.46
Northeast,MetropolitanArea,4,13,411.52
Northeast,NotMetropolitanArea,40,10,356.13
South,MetropolitanArea,28,12,427.35
West,MetropolitanArea,6,16,1032.76
Northeast,MetropolitanArea,26,18,522.32
South,MetropolitanArea,38,11,332.38
South,MetropolitanArea,11,16,569.8
Northeast,MetropolitanArea,22,14,878.44
West,NotMetropolitanArea,30,12,398.86
Northeast,NotMetropolitanArea,30,12,337.13
Midwest,MetropolitanArea,36,12,1139.28
Northeast,MetropolitanArea,29,18,712.25
South,NotMetropolitanArea,29,12,759.73
Midwest,NotMetropolitanArea,15,18,591.17
West,NotMetropolitanArea,0,13,133.74
West,NotMetropolitanArea,10,12,712.25
South,MetropolitanArea,34,14,296.77
South,MetropolitanArea,12,14,668.72
Midwest,MetropolitanArea,27,12,617.28
South,MetropolitanArea,21,12,973.41
West,MetropolitanArea,28,12,569.8
Northeast,MetropolitanArea,43,12,538.14
Northeast,MetropolitanArea,6,16,1353.28
Midwest,NotMetropolitanArea,17,12,783.48
Northeast,MetropolitanArea,35,12,94.97
West,MetropolitanArea,11,14,322.22
South,NotMetropolitanArea,16,12,284.9
Midwest,MetropolitanArea,12,14,949.67
Midwest,MetropolitanArea,6,13,344.25
South,MetropolitanArea,18,18,546.06
South,MetropolitanArea,19,18,1899.34
Northeast,MetropolitanArea,35,16,474.83
West,NotMetropolitanArea,25,9,142.45
South,MetropolitanArea,24,14,2374.15
Midwest,NotMetropolitanArea,32,16,834.54
Northeast,MetropolitanArea,19,14,949.67
Midwest,NotMetropolitanArea,20,18,679.01
Northeast,MetropolitanArea,9,12,546.06
West,MetropolitanArea,1,12,308.64
South,MetropolitanArea,0,16,370.37
West,NotMetropolitanArea,26,2,261.44
West,NotMetropolitanArea,24,18,2037.04
South,NotMetropolitanArea,2,12,221.27
West,NotMetropolitanArea,9,12,427.35
West,NotMetropolitanArea,17,14,561.17
Midwest,MetropolitanArea,32,14,641.03
South,MetropolitanArea,35,3,493.83
Midwest,NotMetropolitanArea,0,14,208.93
Midwest,MetropolitanArea,28,12,1187.08
Northeast,NotMetropolitanArea,38,12,479.77
South,MetropolitanArea,17,16,1187.08
South,MetropolitanArea,45,11,922.25
Midwest,NotMetropolitanArea,23,14,949.67
West,NotMetropolitanArea,50,14,185.19
West,MetropolitanArea,20,13,474.83
West,MetropolitanArea,9,16,997.15
South,MetropolitanArea,7,13,664.77
Northeast,MetropolitanArea,34,12,593.54
West,MetropolitanArea,13,12,216.05
South,NotMetropolitanArea,22,9,308.64
South,MetropolitanArea,5,16,185.19
West,MetropolitanArea,4,13,336.16
West,MetropolitanArea,11,8,370.37
South,MetropolitanArea,31,12,973.41
Midwest,MetropolitanArea,20,14,154.32
South,MetropolitanArea,9,18,712.25
South,MetropolitanArea,20,3,512.82
West,NotMetropolitanArea,28,12,173.96
West,MetropolitanArea,20,13,154.32
Midwest,NotMetropolitanArea,18,11,654.32
Midwest,MetropolitanArea,9,14,664.77
Midwest,MetropolitanArea,17,12,641.03
Northeast,MetropolitanArea,5,12,195.46
Northeast,MetropolitanArea,38,12,765.22
Northeast,MetropolitanArea,26,12,692.78
Northeast,MetropolitanArea,3,12,816.07
South,MetropolitanArea,31,16,356.13
South,MetropolitanArea,1,12,192.04
Midwest,MetropolitanArea,3,13,284.9
Northeast,NotMetropolitanArea,25,16,902.18
West,MetropolitanArea,15,12,1210.83
South,NotMetropolitanArea,35,9,263.62
Northeast,MetropolitanArea,34,10,242.17
South,MetropolitanArea,16,14,902.18
West,MetropolitanArea,2,13,1258.31
South,NotMetropolitanArea,11,12,308.64
South,NotMetropolitanArea,8,12,83.51
Northeast,MetropolitanArea,5,16,1068.38
Northeast,MetropolitanArea,11,18,1246.06
West,MetropolitanArea,7,16,1975.31
South,NotMetropolitanArea,16,13,617.28
Midwest,MetropolitanArea,11,12,544.5
Northeast,MetropolitanArea,32,12,356.13
South,MetropolitanArea,25,17,593.54
South,MetropolitanArea,8,12,225.55
Midwest,MetropolitanArea,7,12,529.1
West,MetropolitanArea,41,8,308.64
South,MetropolitanArea,30,8,812.46
South,MetropolitanArea,6,12,569.8
Northeast,MetropolitanArea,14,12,829.63
South,MetropolitanArea,25,12,1163.34
West,MetropolitanArea,4,12,370.37
Northeast,NotMetropolitanArea,35,18,1258.31
Midwest,MetropolitanArea,14,12,427.35
South,NotMetropolitanArea,31,11,1044.63
Midwest,MetropolitanArea,9,14,878.44
Northeast,MetropolitanArea,31,15,1068.38
West,MetropolitanArea,5,16,830.96
South,MetropolitanArea,49,12,664.77
South,MetropolitanArea,40,12,1234.57
South,NotMetropolitanArea,41,12,1210.83
West,MetropolitanArea,16,18,522.32
South,MetropolitanArea,43,6,374.0
Midwest,MetropolitanArea,21,18,1305.79
Midwest,NotMetropolitanArea,18,12,552.31
South,MetropolitanArea,9,14,61.73
South,NotMetropolitanArea,38,12,346.63
South,NotMetropolitanArea,34,8,274.35
South,NotMetropolitanArea,16,14,641.03
Midwest,NotMetropolitanArea,29,9,712.25
South,MetropolitanArea,27,12,593.54
South,MetropolitanArea,1,17,522.32
West,MetropolitanArea,14,12,2065.53
Northeast,MetropolitanArea,28,12,878.44
Northeast,MetropolitanArea,5,13,555.56
South,MetropolitanArea,29,10,474.83
Midwest,MetropolitanArea,36,14,612.73
West,MetropolitanArea,48,6,664.77
Northeast,MetropolitanArea,38,12,405.86
Northeast,MetropolitanArea,29,12,1517.79
Midwest,NotMetropolitanArea,17,18,923.35
Northeast,NotMetropolitanArea,11,16,771.6
Northeast,MetropolitanArea,8,16,783.48
West,MetropolitanArea,4,12,403.61
Midwest,MetropolitanArea,2,17,612.35
West,MetropolitanArea,24,6,166.19
West,MetropolitanArea,19,12,740.74
Northeast,MetropolitanArea,27,14,370.37
West,MetropolitanArea,37,18,740.74
South,MetropolitanArea,15,12,522.32
Midwest,NotMetropolitanArea,30,12,712.25
Midwest,NotMetropolitanArea,14,14,498.58
Northeast,NotMetropolitanArea,5,13,569.8
Midwest,MetropolitanArea,35,16,1092.12
Midwest,NotMetropolitanArea,16,12,395.06
South,MetropolitanArea,39,12,878.44
South,MetropolitanArea,9,12,474.83
South,MetropolitanArea,21,9,391.74
South,MetropolitanArea,31,13,956.79
West,MetropolitanArea,7,16,569.8
Northeast,NotMetropolitanArea,18,16,712.25
South,NotMetropolitanArea,13,17,976.97
South,MetropolitanArea,5,16,580.97
West,NotMetropolitanArea,32,12,379.87
South,MetropolitanArea,16,6,142.45
West,NotMetropolitanArea,17,12,441.12
Midwest,MetropolitanArea,8,12,641.03
South,MetropolitanArea,6,18,712.25
Northeast,MetropolitanArea,3,16,261.16
Midwest,MetropolitanArea,5,12,546.06
South,MetropolitanArea,1,13,265.91
West,MetropolitanArea,23,12,854.7
Northeast,MetropolitanArea,14,11,522.32
Northeast,MetropolitanArea,39,16,664.77
South,MetropolitanArea,20,12,683.76
West,MetropolitanArea,16,12,370.37
Midwest,MetropolitanArea,37,12,347.13
West,MetropolitanArea,3,15,344.25
South,MetropolitanArea,10,16,1661.92
Midwest,MetropolitanArea,12,14,1041.24
South,MetropolitanArea,7,17,1139.6
Northeast,MetropolitanArea,17,12,712.25
Midwest,MetropolitanArea,6,14,384.62
West,MetropolitanArea,18,12,284.9
South,MetropolitanArea,15,11,189.93
West,MetropolitanArea,13,12,593.54
South,MetropolitanArea,14,14,949.67
Northeast,NotMetropolitanArea,12,12,735.99
South,MetropolitanArea,28,12,593.54
Northeast,MetropolitanArea,7,18,712.25
Northeast,MetropolitanArea,18,8,641.03
South,NotMetropolitanArea,33,10,807.57
Northeast,MetropolitanArea,2,12,427.35
West,MetropolitanArea,9,12,755.86
South,NotMetropolitanArea,13,17,439.22
South,MetropolitanArea,20,16,683.76
Northeast,MetropolitanArea,36,18,166.19
Northeast,MetropolitanArea,3,16,830.96
South,MetropolitanArea,21,12,891.63
South,MetropolitanArea,18,17,840.72
West,MetropolitanArea,37,14,700.7
Northeast,MetropolitanArea,2,12,311.14
South,MetropolitanArea,23,12,593.54
Midwest,NotMetropolitanArea,37,12,699.26
Midwest,MetropolitanArea,36,16,951.69
Midwest,MetropolitanArea,23,11,231.48
West,NotMetropolitanArea,16,12,320.51
Midwest,MetropolitanArea,16,12,696.68
West,NotMetropolitanArea,26,10,593.54
South,MetropolitanArea,18,18,925.93
South,NotMetropolitanArea,41,14,1020.89
West,NotMetropolitanArea,13,12,530.86
South,MetropolitanArea,32,11,641.03
Midwest,NotMetropolitanArea,5,12,474.83
Northeast,NotMetropolitanArea,34,12,498.58
Midwest,NotMetropolitanArea,10,16,356.13
West,MetropolitanArea,47,14,712.25
Midwest,MetropolitanArea,10,12,712.25
South,MetropolitanArea,42,11,569.8
Midwest,MetropolitanArea,3,12,189.43
Midwest,MetropolitanArea,10,12,189.93
West,MetropolitanArea,37,16,1209.66
South,MetropolitanArea,20,16,878.44
South,MetropolitanArea,33,12,2374.15
West,MetropolitanArea,31,16,1502.8
Northeast,MetropolitanArea,14,12,1020.89
Midwest,MetropolitanArea,21,4,488.08
Midwest,MetropolitanArea,26,14,807.22
West,NotMetropolitanArea,28,13,878.44
Midwest,NotMetropolitanArea,23,12,440.92
Northeast,MetropolitanArea,13,12,391.74
Midwest,NotMetropolitanArea,15,13,303.89
South,MetropolitanArea,36,11,783.48
Midwest,NotMetropolitanArea,40,12,474.83
South,MetropolitanArea,26,14,1139.6
Northeast,MetropolitanArea,30,12,498.58
South,MetropolitanArea,40,6,427.35
South,MetropolitanArea,1,13,211.28
West,MetropolitanArea,25,12,1068.38
West,MetropolitanArea,3,12,356.13
Northeast,MetropolitanArea,27,13,712.25
West,MetropolitanArea,36,12,401.23
Northeast,MetropolitanArea,11,15,712.25
West,NotMetropolitanArea,19,14,593.54
South,NotMetropolitanArea,12,18,227.92
South,NotMetropolitanArea,34,4,379.87
West,MetropolitanArea,38,3,578.7
South,MetropolitanArea,11,12,498.58
South,MetropolitanArea,35,15,474.83
West,NotMetropolitanArea,18,11,498.58
West,NotMetropolitanArea,8,12,949.67
West,MetropolitanArea,29,16,1353.28
Midwest,MetropolitanArea,3,18,201.8
South,MetropolitanArea,16,12,830.96
South,NotMetropolitanArea,19,18,1068.38
South,MetropolitanArea,12,18,807.22
Midwest,MetropolitanArea,14,12,522.32
Northeast,MetropolitanArea,31,8,427.35
West,MetropolitanArea,8,18,997.15
Midwest,MetropolitanArea,11,16,823.77
Midwest,MetropolitanArea,17,14,771.6
West,MetropolitanArea,9,15,567.23
West,MetropolitanArea,9,12,239.46
Midwest,MetropolitanArea,12,16,1305.79
Midwest,MetropolitanArea,10,13,978.16
South,NotMetropolitanArea,33,11,390.12
South,MetropolitanArea,21,6,273.81
South,NotMetropolitanArea,18,12,189.93
West,MetropolitanArea,17,12,123.46
West,NotMetropolitanArea,14,18,712.25
South,NotMetropolitanArea,8,12,379.87
Midwest,MetropolitanArea,8,16,490.74
South,NotMetropolitanArea,17,12,522.32
South,NotMetropolitanArea,26,9,443.97
Northeast,MetropolitanArea,33,16,1044.63
West,NotMetropolitanArea,33,14,783.48
Midwest,MetropolitanArea,13,18,1068.38
South,MetropolitanArea,43,12,379.87
South,MetropolitanArea,7,14,830.96
Midwest,MetropolitanArea,10,11,557.93
Northeast,MetropolitanArea,45,11,555.56
South,NotMetropolitanArea,9,12,474.83
Northeast,MetropolitanArea,22,18,2041.79
West,NotMetropolitanArea,22,12,605.41
Northeast,MetropolitanArea,12,8,338.9
South,MetropolitanArea,23,12,246.91
South,MetropolitanArea,2,11,189.93
South,MetropolitanArea,19,12,474.83
Northeast,MetropolitanArea,0,12,144.03
West,MetropolitanArea,24,18,484.33
South,MetropolitanArea,32,12,611.41
West,MetropolitanArea,28,18,1135.8
Northeast,MetropolitanArea,11,12,111.11
Midwest,MetropolitanArea,26,13,949.67
South,MetropolitanArea,6,18,189.93
South,MetropolitanArea,24,18,1631.05
South,MetropolitanArea,1,14,284.9
Midwest,MetropolitanArea,34,12,807.22
West,MetropolitanArea,12,12,956.79
West,MetropolitanArea,2,12,284.9
Northeast,MetropolitanArea,6,14,712.25
West,NotMetropolitanArea,31,12,878.44
Northeast,MetropolitanArea,33,12,830.96
Northeast,MetropolitanArea,20,12,949.67
Northeast,NotMetropolitanArea,42,16,864.2
South,MetropolitanArea,5,15,224.12
South,MetropolitanArea,16,11,688.51
West,NotMetropolitanArea,17,17,714.62
West,MetropolitanArea,14,14,617.28
Northeast,MetropolitanArea,26,18,1115.86
Midwest,NotMetropolitanArea,3,16,379.87
Northeast,MetropolitanArea,5,16,936.57
West,MetropolitanArea,46,12,197.53
South,MetropolitanArea,19,12,379.87
West,MetropolitanArea,28,12,603.25
Northeast,MetropolitanArea,3,12,498.58
South,MetropolitanArea,30,16,997.15
Northeast,NotMetropolitanArea,2,12,284.9
West,MetropolitanArea,8,18,2374.15
Northeast,MetropolitanArea,19,14,735.99
South,NotMetropolitanArea,23,12,783.48
Northeast,MetropolitanArea,47,16,830.96
South,MetropolitanArea,5,18,462.96
Midwest,MetropolitanArea,2,15,305.51
South,MetropolitanArea,27,16,830.96
Midwest,NotMetropolitanArea,32,18,712.25
Midwest,NotMetropolitanArea,24,12,1305.79
Midwest,MetropolitanArea,31,14,522.32
South,MetropolitanArea,42,7,601.97
South,NotMetropolitanArea,27,18,854.7
Northeast,MetropolitanArea,8,15,798.84
South,NotMetropolitanArea,11,12,152.09
South,MetropolitanArea,50,13,474.83
South,MetropolitanArea,14,11,177.44
West,MetropolitanArea,18,13,597.27
Northeast,MetropolitanArea,5,12,593.54
Midwest,NotMetropolitanArea,24,17,1018.52
South,MetropolitanArea,28,12,612.42
Northeast,MetropolitanArea,9,12,403.61
South,MetropolitanArea,22,11,403.61
West,MetropolitanArea,8,12,308.64
Northeast,MetropolitanArea,45,11,522.32
Midwest,MetropolitanArea,32,12,720.73
Northeast,MetropolitanArea,44,12,973.41
South,NotMetropolitanArea,30,13,593.54
Northeast,MetropolitanArea,6,12,593.54
Northeast,MetropolitanArea,4,18,973.41
South,NotMetropolitanArea,19,6,295.16
Midwest,MetropolitanArea,6,11,857.34
Midwest,MetropolitanArea,5,12,67.02
Midwest,MetropolitanArea,15,12,864.2
South,MetropolitanArea,32,11,2469.11
West,MetropolitanArea,26,0,196.01
South,MetropolitanArea,15,12,498.58
Northeast,MetropolitanArea,12,13,546.06
Northeast,MetropolitanArea,1,14,237.42
Midwest,MetropolitanArea,0,14,277.78
South,NotMetropolitanArea,7,9,568.61
Northeast,MetropolitanArea,8,16,712.25
West,MetropolitanArea,11,13,379.87
Northeast,MetropolitanArea,21,12,1092.12
Northeast,MetropolitanArea,4,12,403.61
Midwest,MetropolitanArea,31,12,123.46
South,NotMetropolitanArea,45,8,759.73
West,MetropolitanArea,13,12,260.97
Northeast,MetropolitanArea,36,12,498.58
South,MetropolitanArea,27,10,848.77
West,MetropolitanArea,8,14,664.77
South,MetropolitanArea,44,14,1187.08
Northeast,MetropolitanArea,2,12,135.8
South,MetropolitanArea,12,12,486.7
Northeast,MetropolitanArea,46,11,593.54
South,MetropolitanArea,5,15,454.99
Midwest,MetropolitanArea,32,14,1234.57
Northeast,MetropolitanArea,18,10,783.48
Northeast,MetropolitanArea,15,12,241.66
South,MetropolitanArea,21,12,712.25
Northeast,MetropolitanArea,8,14,641.03
Northeast,MetropolitanArea,15,14,593.54
West,MetropolitanArea,41,12,1177.18
Midwest,MetropolitanArea,5,12,356.13
South,NotMetropolitanArea,9,12,746.91
South,MetropolitanArea,8,13,264.92
South,MetropolitanArea,42,14,185.19
South,NotMetropolitanArea,10,18,735.99
Northeast,MetropolitanArea,28,12,1424.5
Northeast,MetropolitanArea,12,13,201.8
Midwest,MetropolitanArea,35,12,1187.08
South,MetropolitanArea,6,12,664.77
South,NotMetropolitanArea,40,12,451.09
West,NotMetropolitanArea,6,12,403.61
Northeast,NotMetropolitanArea,16,18,617.28
West,MetropolitanArea,32,0,356.13
Northeast,MetropolitanArea,24,12,522.32
South,MetropolitanArea,34,12,254.04
Midwest,MetropolitanArea,31,8,546.06
Northeast,MetropolitanArea,8,13,617.28
Northeast,MetropolitanArea,16,12,664.77
South,MetropolitanArea,15,11,284.9
Midwest,NotMetropolitanArea,3,12,172.84
South,MetropolitanArea,26,12,1282.05
West,MetropolitanArea,16,16,1147.2
Midwest,MetropolitanArea,14,12,688.51
South,MetropolitanArea,11,17,1282.05
South,NotMetropolitanArea,5,16,566.48
Northeast,MetropolitanArea,0,12,74.07
Midwest,NotMetropolitanArea,23,14,270.66
Midwest,MetropolitanArea,9,16,1187.08
Midwest,MetropolitanArea,23,13,688.51
West,NotMetropolitanArea,30,10,493.83
West,MetropolitanArea,2,13,718.95
Northeast,MetropolitanArea,21,18,2255.46
South,NotMetropolitanArea,14,12,384.09
South,NotMetropolitanArea,10,8,372.74
South,MetropolitanArea,12,12,605.67
South,MetropolitanArea,21,15,138.89
Midwest,NotMetropolitanArea,17,12,474.83
West,MetropolitanArea,17,12,385.8
West,MetropolitanArea,16,12,570.63
West,NotMetropolitanArea,46,7,675.59
West,MetropolitanArea,11,18,1994.3
South,MetropolitanArea,45,6,379.87
Northeast,MetropolitanArea,6,12,322.17
South,MetropolitanArea,27,11,486.7
Northeast,MetropolitanArea,10,12,339.51
South,MetropolitanArea,36,10,902.18
South,NotMetropolitanArea,3,13,213.68
South,MetropolitanArea,22,12,546.06
Northeast,MetropolitanArea,12,14,664.77
Midwest,NotMetropolitanArea,7,12,187.87
Northeast,NotMetropolitanArea,18,16,493.83
South,MetropolitanArea,6,16,724.12
Midwest,NotMetropolitanArea,11,17,417.47
Midwest,NotMetropolitanArea,18,12,712.25
West,NotMetropolitanArea,6,12,166.19
South,MetropolitanArea,28,11,403.61
South,MetropolitanArea,11,11,116.57
Northeast,MetropolitanArea,16,18,751.26
Midwest,NotMetropolitanArea,20,13,757.36
South,MetropolitanArea,16,12,379.87
West,MetropolitanArea,13,16,1210.83
Midwest,NotMetropolitanArea,36,14,522.32
West,NotMetropolitanArea,15,15,836.53
Northeast,NotMetropolitanArea,2,12,351.08
Midwest,MetropolitanArea,36,12,712.25
West,MetropolitanArea,5,12,282.92
Midwest,NotMetropolitanArea,21,12,249.29
South,MetropolitanArea,8,12,925.93
Northeast,MetropolitanArea,31,9,664.77
Midwest,NotMetropolitanArea,12,12,427.35
Midwest,MetropolitanArea,2,16,522.32
Northeast,NotMetropolitanArea,7,12,462.96
West,NotMetropolitanArea,43,9,356.13
Midwest,MetropolitanArea,9,10,284.9
West,NotMetropolitanArea,19,18,1063.1
South,MetropolitanArea,20,13,949.67
West,MetropolitanArea,26,14,949.67
West,MetropolitanArea,23,5,341.88
Northeast,MetropolitanArea,9,9,254.18
West,MetropolitanArea,7,12,474.83
South,MetropolitanArea,27,14,1258.31
Midwest,MetropolitanArea,10,8,356.13
South,MetropolitanArea,31,14,1068.38
Midwest,MetropolitanArea,6,12,5555.56
South,MetropolitanArea,24,11,436.85
South,NotMetropolitanArea,14,14,349.79
South,MetropolitanArea,9,16,925.93
Northeast,MetropolitanArea,4,16,394.11
West,MetropolitanArea,14,18,1115.86
Midwest,NotMetropolitanArea,8,12,379.87
Northeast,NotMetropolitanArea,33,6,925.93
Midwest,NotMetropolitanArea,2,12,69.56
South,MetropolitanArea,16,10,284.9
Northeast,MetropolitanArea,45,10,807.22
Midwest,MetropolitanArea,25,12,522.32
Northeast,MetropolitanArea,7,16,712.25
Northeast,MetropolitanArea,11,11,246.91
South,NotMetropolitanArea,4,15,370.37
Northeast,MetropolitanArea,22,18,403.61
Midwest,NotMetropolitanArea,24,12,714.62
Midwest,NotMetropolitanArea,36,12,830.96
South,MetropolitanArea,5,12,231.48
Midwest,MetropolitanArea,9,13,474.83
Midwest,NotMetropolitanArea,12,16,712.25
South,MetropolitanArea,9,9,296.77
Northeast,MetropolitanArea,24,12,403.61
Northeast,MetropolitanArea,1,12,218.23
South,MetropolitanArea,14,16,593.54
West,NotMetropolitanArea,10,8,213.68
Northeast,MetropolitanArea,13,13,1044.63
Northeast,MetropolitanArea,10,18,1187.08
South,MetropolitanArea,18,12,451.09
Northeast,MetropolitanArea,26,16,925.93
South,MetropolitanArea,18,16,498.58
South,MetropolitanArea,39,5,189.62
South,NotMetropolitanArea,12,18,712.25
Midwest,MetropolitanArea,18,16,1139.6
South,MetropolitanArea,22,12,664.77
West,MetropolitanArea,13,16,1258.31
Midwest,NotMetropolitanArea,21,12,522.32
South,MetropolitanArea,19,17,1481.48
West,MetropolitanArea,3,13,379.87
Northeast,MetropolitanArea,20,14,158.28
West,MetropolitanArea,19,16,700.38
South,MetropolitanArea,5,15,403.61
South,NotMetropolitanArea,9,17,664.77
West,MetropolitanArea,16,14,879.66
Northeast,NotMetropolitanArea,12,12,641.03
West,MetropolitanArea,11,11,418.16
South,NotMetropolitanArea,7,11,155.2
South,MetropolitanArea,47,12,1777.78
Midwest,MetropolitanArea,20,18,2795.93
West,MetropolitanArea,29,12,356.13
Midwest,MetropolitanArea,19,15,854.7
South,NotMetropolitanArea,1,12,308.64
South,NotMetropolitanArea,24,12,308.64
Northeast,MetropolitanArea,43,12,391.74
South,MetropolitanArea,12,12,522.32
South,NotMetropolitanArea,3,12,237.42
South,NotMetropolitanArea,23,16,593.54
Midwest,NotMetropolitanArea,3,18,188.96
West,MetropolitanArea,18,11,864.2
South,MetropolitanArea,3,13,496.2
Midwest,NotMetropolitanArea,29,13,593.54
South,NotMetropolitanArea,6,12,261.16
West,MetropolitanArea,36,9,756.43
West,MetropolitanArea,15,14,932.22
West,MetropolitanArea,5,12,569.8
West,NotMetropolitanArea,13,12,1358.02
South,NotMetropolitanArea,7,14,368.0
Midwest,NotMetropolitanArea,33,18,693.26
West,NotMetropolitanArea,12,18,522.32
Midwest,MetropolitanArea,30,12,712.25
Midwest,MetropolitanArea,45,12,417.85
Midwest,NotMetropolitanArea,18,15,459.37
Midwest,MetropolitanArea,17,12,593.54
South,MetropolitanArea,9,16,712.25
West,MetropolitanArea,40,16,1234.57
Midwest,MetropolitanArea,31,17,1068.38
South,MetropolitanArea,9,12,498.58
Midwest,NotMetropolitanArea,7,12,237.42
South,NotMetropolitanArea,32,9,783.48
Midwest,MetropolitanArea,22,15,1614.43
